record_id,document_type,registration_year,stated_area_acres,gis_calculated_area_acres,area_variance_pct,boundary_overlap_ratio,owner_name_similarity,temporal_date_gap_days,subdivision_depth,ocr_confidence,stamp_duty_ratio,encumbrance_status,prior_dispute_flag,mutation_status,target_fraud_risk
KAG-LR-104255,SALE_DEED,1971,2.75,2.74,6.5,0.001,0.978,38,2,99.5,1.04,NIL,0,APPROVED,0
KAG-LR-104256,SALE_DEED,1968,6.73,6.66,1.13,0.0,0.988,22,2,87.5,0.99,NIL,0,APPROVED,0
KAG-LR-104257,SALE_DEED,2009,2.27,2.7,19.16,0.365,0.467,2442,1,70.9,0.35,DISPUTED,1,REJECTED,1
KAG-LR-104258,PATTA,1969,4.62,4.65,0.68,0.013,0.966,17,1,90.3,0.96,NIL,0,APPROVED,0
KAG-LR-104259,PATTA,2008,6.36,5.94,6.66,0.085,0.6,76,2,58.5,0.64,ACTIVE_MORTGAGE,1,REJECTED,1
KAG-LR-104260,PATTA,2017,2.26,2.13,1.59,0.019,0.957,7,1,92.1,1.03,NIL,0,APPROVED,0
KAG-LR-104261,PATTA,2018,0.3,0.28,8.14,0.295,0.459,1299,3,62.1,0.57,DISPUTED,0,REJECTED,1
KAG-LR-104262,PATTA,2026,7.24,7.4,5.09,0.001,0.938,27,3,87.0,1.14,NIL,0,REJECTED,0
KAG-LR-104263,PATTA,2010,6.19,5.94,1.53,0.01,0.955,45,4,89.6,1.01,NIL,0,APPROVED,0
KAG-LR-104264,SETTLEMENT,1987,1.43,1.7,19.05,0.339,0.648,-666,3,86.3,0.43,ACTIVE_MORTGAGE,0,APPROVED,1
KAG-LR-104265,SETTLEMENT,1988,3.21,3.64,13.33,0.207,0.499,1260,2,67.9,0.3,ACTIVE_MORTGAGE,0,PENDING,1
KAG-LR-104266,PATTA,1984,0.62,0.67,7.8,0.471,0.723,740,1,79.3,0.57,NIL,0,REJECTED,1
KAG-LR-104267,POWER_OF_ATTORNEY,2013,2.41,2.53,3.8,0.017,0.962,25,3,94.7,1.04,NIL,0,APPROVED,0
KAG-LR-104268,PATTA,1981,3.34,3.2,0.62,0.0,0.891,15,2,84.9,0.97,NIL,0,APPROVED,0
KAG-LR-104269,PATTA,1965,0.69,0.72,4.82,0.005,0.992,63,1,88.4,0.91,NIL,0,PENDING,0
KAG-LR-104270,PATTA,2012,4.8,4.7,3.95,0.009,0.966,44,1,90.0,0.96,NIL,0,PENDING,0
KAG-LR-104271,POWER_OF_ATTORNEY,1966,2.64,2.62,6.5,0.006,0.932,15,2,96.1,1.04,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104272,SALE_DEED,1975,5.53,7.21,30.47,0.469,0.42,-79,4,85.4,0.4,NIL,0,REJECTED,1
KAG-LR-104273,SALE_DEED,1969,0.73,0.69,3.37,0.012,0.991,69,1,96.3,0.97,NIL,0,APPROVED,0
KAG-LR-104274,PATTA,2012,1.46,1.55,0.85,0.005,0.986,21,2,99.5,1.0,NIL,0,APPROVED,0
KAG-LR-104275,SETTLEMENT,1973,1.66,1.67,1.96,0.001,0.979,27,1,91.0,0.95,NIL,0,PENDING,0
KAG-LR-104276,PATTA,2017,0.34,0.35,5.37,0.009,0.98,96,1,93.7,0.97,NIL,0,APPROVED,0
KAG-LR-104277,PATTA,1978,1.37,1.4,2.96,0.003,0.971,36,2,97.3,0.98,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104278,PATTA,2009,3.61,3.7,2.02,0.002,0.983,16,4,92.0,1.16,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104279,PATTA,1986,0.56,0.56,1.27,0.006,0.989,30,4,95.2,1.03,NIL,0,APPROVED,0
KAG-LR-104280,SALE_DEED,2022,2.5,2.5,1.37,0.006,0.967,39,1,97.3,1.01,NIL,0,APPROVED,0
KAG-LR-104281,PATTA,1986,8.39,8.75,1.26,0.001,0.97,42,1,95.9,1.06,NIL,0,APPROVED,0
KAG-LR-104282,PATTA,1994,4.53,4.65,1.36,0.032,0.924,95,1,89.9,0.92,NIL,0,PENDING,0
KAG-LR-104283,SALE_DEED,1990,1.13,0.98,13.62,0.203,0.682,-682,4,60.1,0.28,NIL,0,PENDING,1
KAG-LR-104284,GIFT_DEED,1965,1.31,1.26,5.03,0.002,0.977,18,1,99.5,1.07,NIL,0,APPROVED,0
KAG-LR-104285,SETTLEMENT,2024,6.75,6.84,1.82,0.024,0.972,73,4,90.9,0.89,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104286,SALE_DEED,2006,2.58,2.52,6.5,0.003,0.953,10,1,99.5,0.98,NIL,0,APPROVED,0
KAG-LR-104287,PATTA,1990,2.94,2.77,5.81,0.577,0.66,696,1,74.3,0.71,DISPUTED,1,PENDING,1
KAG-LR-104288,GIFT_DEED,1971,1.32,1.4,1.49,0.001,0.999,30,1,92.6,1.01,NIL,0,APPROVED,0
KAG-LR-104289,PATTA,2021,1.47,1.18,19.81,0.263,0.465,2436,1,81.1,0.37,DISPUTED,1,REJECTED,1
KAG-LR-104290,PATTA,1987,1.05,1.06,1.51,0.01,0.934,24,2,92.4,0.95,NIL,0,APPROVED,0
KAG-LR-104291,PATTA,1973,2.04,2.13,2.1,0.002,0.954,19,3,92.5,1.05,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104292,PATTA,1965,2.79,2.81,1.78,0.001,0.958,80,1,96.3,0.92,NIL,0,APPROVED,0
KAG-LR-104293,PATTA,2009,5.42,5.5,1.22,0.009,0.958,59,3,84.9,1.06,NIL,0,PENDING,0
KAG-LR-104294,GIFT_DEED,1995,4.94,5.03,0.62,0.004,0.996,35,1,93.4,1.02,NIL,0,APPROVED,0
KAG-LR-104295,PATTA,1989,7.73,7.66,4.44,0.008,0.956,40,2,96.0,1.07,COURT_STAY,0,APPROVED,0
KAG-LR-104296,SALE_DEED,1975,2.26,2.39,1.27,0.006,0.936,34,1,88.0,1.03,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104297,PATTA,2012,4.31,4.42,3.26,0.002,0.968,16,2,94.0,1.03,NIL,0,APPROVED,0
KAG-LR-104298,SETTLEMENT,2008,3.03,3.1,6.5,0.0,0.956,26,3,97.0,0.94,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104299,SALE_DEED,1987,15.77,16.21,1.21,0.013,0.997,51,2,94.4,0.95,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104300,PATTA,2000,8.57,8.85,4.3,0.004,0.972,38,1,98.6,0.98,ACTIVE_MORTGAGE,0,REJECTED,0
KAG-LR-104301,GIFT_DEED,1971,1.67,1.64,2.63,0.009,0.981,39,1,93.6,1.1,NIL,0,APPROVED,0
KAG-LR-104302,SALE_DEED,2026,1.54,1.49,1.07,0.01,0.954,47,2,90.3,1.06,NIL,0,APPROVED,0
KAG-LR-104303,SALE_DEED,1988,7.29,7.19,1.58,0.01,0.953,59,2,95.1,0.9,NIL,1,PENDING,0
KAG-LR-104304,SALE_DEED,1992,2.25,2.98,32.33,0.536,0.627,1243,1,62.1,0.72,ACTIVE_MORTGAGE,1,PENDING,1
KAG-LR-104305,SETTLEMENT,2017,3.28,4.11,25.33,0.332,0.459,114,2,93.5,0.7,NIL,1,APPROVED,1
KAG-LR-104306,SALE_DEED,1993,2.32,2.3,3.35,0.003,0.943,75,4,91.9,0.83,NIL,0,APPROVED,0
KAG-LR-104307,PATTA,2016,1.03,1.0,4.37,0.002,0.982,37,2,93.0,1.01,NIL,0,APPROVED,0
KAG-LR-104308,SALE_DEED,2000,4.87,3.74,23.15,0.177,0.689,-262,2,80.5,0.73,NIL,0,REJECTED,1
KAG-LR-104309,PATTA,1983,2.58,2.92,13.04,0.201,0.46,1934,2,75.9,0.57,NIL,1,PENDING,1
KAG-LR-104310,SALE_DEED,2011,2.46,2.43,2.56,0.001,0.986,16,3,89.0,1.04,NIL,0,APPROVED,0
KAG-LR-104311,SETTLEMENT,1987,1.55,1.53,1.95,0.002,0.978,48,1,95.7,0.98,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104312,SETTLEMENT,1999,6.05,6.06,1.49,0.004,0.955,58,1,95.2,1.18,NIL,0,REJECTED,0
KAG-LR-104313,PATTA,2011,1.98,1.9,4.81,0.008,0.945,174,1,85.9,1.03,NIL,0,PENDING,0
KAG-LR-104314,PATTA,1972,5.4,5.3,1.58,0.017,0.989,25,1,99.5,0.97,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104315,SALE_DEED,2004,1.98,1.94,6.5,0.002,0.948,67,1,91.8,0.95,NIL,0,APPROVED,0
KAG-LR-104316,SALE_DEED,2015,1.81,1.74,1.5,0.01,0.984,28,2,93.0,0.92,NIL,0,APPROVED,0
KAG-LR-104317,SALE_DEED,2002,1.17,1.23,5.04,0.287,0.504,1396,1,78.1,0.69,NIL,0,REJECTED,1
KAG-LR-104318,PATTA,1997,2.43,2.47,2.27,0.002,0.991,57,1,98.0,0.91,NIL,0,APPROVED,0
KAG-LR-104319,SALE_DEED,2005,8.68,8.92,2.12,0.004,0.928,23,4,93.4,0.97,NIL,0,APPROVED,0
KAG-LR-104320,SALE_DEED,1989,2.05,1.89,7.77,0.236,0.498,685,3,78.1,0.58,NIL,1,APPROVED,1
KAG-LR-104321,POWER_OF_ATTORNEY,1978,4.16,4.26,1.45,0.006,0.971,39,4,97.7,1.06,NIL,0,APPROVED,0
KAG-LR-104322,SALE_DEED,2023,2.55,2.51,5.06,0.015,0.984,25,1,91.0,0.94,NIL,0,APPROVED,0
KAG-LR-104323,SALE_DEED,1969,0.87,0.87,3.67,0.016,0.947,24,1,91.2,1.0,NIL,0,APPROVED,0
KAG-LR-104324,PATTA,2019,3.19,3.38,2.04,0.0,0.923,49,1,97.4,0.96,NIL,0,APPROVED,0
KAG-LR-104325,PATTA,1996,3.76,3.82,1.26,0.012,0.986,19,3,87.2,1.11,NIL,0,APPROVED,0
KAG-LR-104326,SALE_DEED,1972,0.9,0.9,2.88,0.003,0.94,15,3,90.3,0.92,NIL,0,APPROVED,0
KAG-LR-104327,SALE_DEED,1974,3.9,3.83,0.15,0.0,0.964,27,1,82.8,0.9,NIL,0,APPROVED,0
KAG-LR-104328,SALE_DEED,2008,0.58,0.55,2.56,0.011,0.971,24,2,91.6,0.99,NIL,0,APPROVED,0
KAG-LR-104329,SALE_DEED,1985,3.19,2.06,35.53,0.499,0.542,1960,2,46.5,0.64,ACTIVE_MORTGAGE,1,PENDING,1
KAG-LR-104330,SALE_DEED,1977,3.2,3.1,1.63,0.035,0.972,21,1,93.4,1.01,NIL,0,APPROVED,0
KAG-LR-104331,SALE_DEED,2001,9.85,10.39,1.56,0.001,0.928,33,3,88.5,1.05,NIL,0,APPROVED,0
KAG-LR-104332,SALE_DEED,1967,1.0,0.97,1.15,0.001,0.947,22,3,90.5,1.05,NIL,0,APPROVED,0
KAG-LR-104333,PATTA,2023,1.36,1.39,6.5,0.0,0.975,56,2,93.9,0.97,NIL,0,APPROVED,0
KAG-LR-104334,SALE_DEED,2011,0.47,0.48,1.06,0.006,0.939,29,1,94.6,1.0,NIL,0,APPROVED,0
KAG-LR-104335,PATTA,1988,1.01,1.04,1.3,0.006,0.993,35,4,89.8,0.95,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104336,POWER_OF_ATTORNEY,2024,1.61,1.6,1.29,0.024,0.944,54,3,91.2,1.0,NIL,0,APPROVED,0
KAG-LR-104337,PATTA,2013,3.65,3.5,0.9,0.004,0.961,10,3,94.5,1.09,NIL,0,APPROVED,0
KAG-LR-104338,PATTA,1971,3.7,3.68,1.72,0.002,0.974,36,3,96.5,1.07,ACTIVE_MORTGAGE,0,PENDING,0
KAG-LR-104339,PATTA,1976,3.04,2.92,6.5,0.017,0.976,45,3,88.4,0.98,NIL,0,REJECTED,0
KAG-LR-104340,PATTA,1981,4.66,4.51,1.39,0.005,0.989,14,1,89.0,0.91,NIL,0,APPROVED,0
KAG-LR-104341,SETTLEMENT,2007,2.63,2.49,3.02,0.003,0.968,28,4,99.0,0.97,NIL,0,APPROVED,0
KAG-LR-104342,SALE_DEED,1986,3.01,3.13,0.31,0.009,0.991,8,3,95.9,0.97,NIL,0,APPROVED,0
KAG-LR-104343,SALE_DEED,2008,1.93,2.02,2.44,0.0,0.919,12,1,91.6,1.06,NIL,0,APPROVED,0
KAG-LR-104344,SETTLEMENT,2006,0.78,0.74,5.23,0.021,0.952,51,2,90.5,0.91,NIL,0,APPROVED,0
KAG-LR-104345,PATTA,1991,1.38,1.31,1.85,0.003,0.988,47,1,87.0,0.88,NIL,1,APPROVED,0
KAG-LR-104346,SALE_DEED,2012,3.82,3.63,1.9,0.001,0.986,45,3,95.5,1.04,NIL,0,APPROVED,0
KAG-LR-104347,PATTA,1989,0.99,1.0,1.87,0.008,0.966,41,1,87.9,1.03,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104348,SALE_DEED,2001,0.63,0.64,1.72,0.0,0.899,43,1,90.8,0.94,NIL,0,APPROVED,0
KAG-LR-104349,PATTA,2023,4.76,5.55,16.62,0.343,0.554,934,2,97.0,0.78,NIL,0,REJECTED,1
KAG-LR-104350,SALE_DEED,1972,10.4,9.79,3.89,0.008,0.927,26,3,95.3,0.93,NIL,0,PENDING,0
KAG-LR-104351,PATTA,1992,2.85,2.99,2.1,0.002,0.978,42,1,90.1,1.07,NIL,0,PENDING,0
KAG-LR-104352,SALE_DEED,2022,4.18,4.24,1.61,0.003,0.957,20,1,92.9,0.99,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104353,PATTA,1981,10.92,10.53,6.5,0.003,0.976,20,2,92.6,1.1,NIL,0,APPROVED,0
KAG-LR-104354,PATTA,2020,1.93,2.31,19.51,0.589,0.598,1999,1,46.2,0.73,DISPUTED,1,APPROVED,1
KAG-LR-104355,PATTA,1970,0.47,0.49,3.76,0.009,0.934,43,3,91.3,0.97,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104356,PATTA,1986,1.1,1.13,4.41,0.006,0.965,11,1,88.3,1.05,NIL,0,APPROVED,0
KAG-LR-104357,SETTLEMENT,1981,3.2,3.24,2.54,0.018,0.982,31,2,96.5,1.03,NIL,0,APPROVED,0
KAG-LR-104358,GIFT_DEED,1982,1.07,1.08,3.76,0.003,0.931,27,1,89.7,0.99,NIL,0,APPROVED,0
KAG-LR-104359,PATTA,2005,0.74,0.66,11.12,0.302,0.583,-304,1,71.4,0.32,DISPUTED,1,APPROVED,1
KAG-LR-104360,SALE_DEED,2003,1.89,1.96,1.36,0.004,0.971,38,3,88.2,1.04,NIL,0,APPROVED,0
KAG-LR-104361,PATTA,1990,0.54,0.26,52.21,0.46,0.558,-175,1,59.4,0.38,NIL,1,APPROVED,1
KAG-LR-104362,SETTLEMENT,2019,13.89,14.62,6.25,0.0,0.907,44,4,89.6,0.92,NIL,0,APPROVED,0
KAG-LR-104363,GIFT_DEED,1980,1.98,1.56,21.18,0.478,0.562,2472,1,53.9,0.59,ACTIVE_MORTGAGE,0,PENDING,1
KAG-LR-104364,PATTA,2023,1.84,1.88,1.6,0.01,0.902,19,2,98.2,0.92,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104365,PATTA,1975,2.33,2.42,0.96,0.017,0.994,15,3,93.9,1.0,NIL,0,APPROVED,0
KAG-LR-104366,SALE_DEED,2004,2.01,1.91,0.51,0.004,0.946,22,1,98.6,1.01,NIL,0,APPROVED,0
KAG-LR-104367,PATTA,1989,2.02,2.14,6.07,0.209,0.723,1564,5,60.4,0.77,ACTIVE_MORTGAGE,0,PENDING,1
KAG-LR-104368,PATTA,1967,1.47,1.41,1.99,0.034,0.964,49,1,93.2,1.0,NIL,0,PENDING,0
KAG-LR-104369,POWER_OF_ATTORNEY,2006,1.85,1.35,27.19,0.117,0.594,970,1,69.9,0.51,DISPUTED,1,REJECTED,1
KAG-LR-104370,PATTA,1995,4.78,4.6,5.84,0.017,0.965,68,4,93.7,1.05,NIL,0,APPROVED,0
KAG-LR-104371,POWER_OF_ATTORNEY,2012,2.83,2.94,3.08,0.003,0.972,22,2,83.6,1.03,NIL,0,APPROVED,0
KAG-LR-104372,PATTA,1989,5.17,5.45,1.7,0.042,0.884,42,1,85.7,1.02,NIL,0,APPROVED,0
KAG-LR-104373,PATTA,2018,0.76,0.73,1.64,0.004,0.99,49,3,99.0,0.91,ACTIVE_MORTGAGE,0,PENDING,0
KAG-LR-104374,POWER_OF_ATTORNEY,1969,4.43,4.49,4.22,0.001,0.973,22,1,96.6,0.99,NIL,0,APPROVED,0
KAG-LR-104375,SALE_DEED,2005,1.85,1.75,2.24,0.017,0.986,52,2,88.8,1.05,NIL,0,PENDING,0
KAG-LR-104376,PATTA,2014,1.53,1.53,1.37,0.009,0.89,25,1,91.3,1.08,NIL,0,APPROVED,0
KAG-LR-104377,SALE_DEED,2007,0.31,0.3,0.53,0.014,0.978,49,2,94.0,0.99,NIL,0,APPROVED,0
KAG-LR-104378,SALE_DEED,2011,1.71,1.72,1.87,0.012,0.915,38,1,92.5,0.98,NIL,0,APPROVED,0
KAG-LR-104379,SETTLEMENT,1986,9.88,10.25,4.38,0.007,0.966,17,1,97.0,0.95,NIL,0,APPROVED,0
KAG-LR-104380,GIFT_DEED,2011,1.44,1.38,2.45,0.005,0.988,27,1,94.2,1.01,NIL,0,APPROVED,0
KAG-LR-104381,SALE_DEED,1979,1.11,1.16,0.99,0.005,0.957,10,3,95.2,0.94,NIL,0,APPROVED,0
KAG-LR-104382,POWER_OF_ATTORNEY,2018,1.26,1.29,1.39,0.004,0.918,15,4,91.2,0.99,NIL,0,PENDING,0
KAG-LR-104383,PATTA,1984,3.09,3.01,2.27,0.011,0.993,23,3,87.2,1.05,NIL,0,APPROVED,0
KAG-LR-104384,POWER_OF_ATTORNEY,1977,12.97,13.58,4.71,0.014,0.953,29,1,88.3,0.9,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104385,PATTA,2001,2.86,2.73,4.67,0.231,0.585,177,3,73.1,0.37,NIL,0,PENDING,1
KAG-LR-104386,POWER_OF_ATTORNEY,2022,5.48,6.22,13.54,0.435,0.692,86,4,60.3,0.7,ACTIVE_MORTGAGE,0,PENDING,1
KAG-LR-104387,PATTA,2021,1.8,1.92,6.93,0.34,0.613,-491,3,68.1,0.68,ACTIVE_MORTGAGE,1,PENDING,1
KAG-LR-104388,SALE_DEED,1976,1.7,1.59,6.28,0.407,0.497,546,1,74.2,0.36,DISPUTED,1,PENDING,1
KAG-LR-104389,SETTLEMENT,1991,0.4,0.39,3.9,0.0,0.965,14,1,94.3,1.09,ACTIVE_MORTGAGE,0,PENDING,0
KAG-LR-104390,PATTA,1999,0.87,0.89,0.99,0.007,0.963,28,2,95.3,1.05,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104391,SETTLEMENT,1995,5.36,5.18,1.91,0.01,0.978,64,2,96.8,0.97,NIL,0,APPROVED,0
KAG-LR-104392,PATTA,2001,0.47,0.47,1.22,0.006,0.952,84,1,90.0,1.08,NIL,1,PENDING,0
KAG-LR-104393,PATTA,2008,2.19,2.11,3.39,0.001,0.916,20,2,92.2,1.03,NIL,0,APPROVED,0
KAG-LR-104394,SETTLEMENT,2008,0.39,0.39,3.57,0.004,0.973,60,4,96.1,0.95,NIL,1,APPROVED,0
KAG-LR-104395,PATTA,2000,1.04,1.08,2.69,0.001,0.936,45,1,89.5,1.02,NIL,0,APPROVED,0
KAG-LR-104396,SETTLEMENT,2011,5.71,5.79,3.08,0.005,0.912,12,4,89.5,1.14,NIL,0,APPROVED,0
KAG-LR-104397,PATTA,2026,0.53,0.53,1.99,0.004,0.978,26,1,91.6,1.06,NIL,0,APPROVED,0
KAG-LR-104398,SALE_DEED,2007,4.96,5.05,4.95,0.003,0.95,28,1,99.4,1.03,COURT_STAY,0,APPROVED,0
KAG-LR-104399,PATTA,1987,0.58,0.66,14.52,0.659,0.471,814,1,67.3,0.45,DISPUTED,1,REJECTED,1
KAG-LR-104400,PATTA,2006,2.45,1.92,21.76,0.345,0.591,344,1,86.6,0.28,NIL,1,APPROVED,1
KAG-LR-104401,SALE_DEED,2006,0.69,0.65,1.43,0.001,0.995,45,2,92.6,1.02,NIL,0,APPROVED,0
KAG-LR-104402,SALE_DEED,1977,3.4,3.34,1.98,0.038,0.994,55,4,93.4,1.05,NIL,0,APPROVED,0
KAG-LR-104403,SETTLEMENT,2001,3.89,3.8,6.23,0.012,0.982,18,2,86.2,1.11,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104404,PATTA,1982,1.16,1.26,8.91,0.295,0.565,1898,1,65.4,0.68,ACTIVE_MORTGAGE,1,REJECTED,1
KAG-LR-104405,PATTA,1974,1.46,1.45,2.16,0.015,0.971,24,1,96.9,0.99,ACTIVE_MORTGAGE,0,PENDING,0
KAG-LR-104406,PATTA,2003,2.95,3.11,1.87,0.004,0.96,21,1,94.2,0.93,NIL,0,APPROVED,0
KAG-LR-104407,SETTLEMENT,2013,0.81,0.81,1.17,0.018,0.986,34,1,99.5,1.03,NIL,0,APPROVED,0
KAG-LR-104408,POWER_OF_ATTORNEY,1987,5.89,6.22,1.4,0.003,0.96,35,2,92.2,0.92,NIL,0,APPROVED,0
KAG-LR-104409,SALE_DEED,1969,2.0,1.89,6.5,0.014,0.971,37,1,89.9,1.09,NIL,0,PENDING,0
KAG-LR-104410,POWER_OF_ATTORNEY,2024,0.92,0.91,2.67,0.008,0.96,21,1,89.6,0.96,NIL,0,APPROVED,0
KAG-LR-104411,SALE_DEED,2019,5.71,6.03,1.42,0.005,0.978,25,2,93.9,1.04,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104412,PATTA,2019,1.04,1.06,3.15,0.007,0.928,28,1,96.2,1.03,NIL,0,APPROVED,0
KAG-LR-104413,POWER_OF_ATTORNEY,2024,1.49,1.41,5.06,0.323,0.587,-201,3,63.3,0.38,NIL,1,PENDING,1
KAG-LR-104414,PATTA,1984,10.22,10.72,0.9,0.004,0.985,25,2,90.3,0.92,NIL,0,APPROVED,0
KAG-LR-104415,PATTA,2017,4.82,4.56,0.72,0.003,0.986,31,3,89.4,0.96,NIL,0,APPROVED,0
KAG-LR-104416,SALE_DEED,1967,1.32,1.29,4.66,0.001,0.981,21,3,90.5,0.94,DISPUTED,0,APPROVED,0
KAG-LR-104417,SALE_DEED,1990,1.69,1.68,1.33,0.003,0.969,36,1,91.2,1.02,NIL,1,PENDING,0
KAG-LR-104418,SETTLEMENT,2024,3.45,3.4,0.89,0.0,0.996,23,1,90.6,0.94,NIL,0,PENDING,0
KAG-LR-104419,PATTA,1974,2.09,2.17,3.4,0.01,0.983,46,1,99.5,1.0,NIL,0,APPROVED,0
KAG-LR-104420,PATTA,2008,0.67,0.7,1.17,0.028,0.986,28,1,94.5,1.11,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104421,GIFT_DEED,1994,2.79,2.91,4.69,0.009,0.906,35,1,94.8,0.99,NIL,0,APPROVED,0
KAG-LR-104422,PATTA,1988,3.58,2.13,40.49,0.625,0.576,536,3,86.1,0.61,ACTIVE_MORTGAGE,1,APPROVED,1
KAG-LR-104423,SALE_DEED,2012,0.99,0.95,2.19,0.001,0.984,9,3,92.5,0.97,NIL,0,APPROVED,0
KAG-LR-104424,SALE_DEED,2003,0.98,1.09,11.35,0.126,0.556,78,1,77.0,0.46,NIL,1,APPROVED,1
KAG-LR-104425,SALE_DEED,1983,5.3,6.27,18.23,0.288,0.617,956,1,86.3,0.68,DISPUTED,1,PENDING,1
KAG-LR-104426,SALE_DEED,1994,3.55,3.44,6.5,0.003,0.953,40,2,92.9,0.98,NIL,0,APPROVED,0
KAG-LR-104427,SALE_DEED,2001,2.35,2.3,1.15,0.0,0.948,20,1,91.2,1.01,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104428,PATTA,1980,7.62,7.47,3.23,0.004,0.973,28,1,94.9,1.06,NIL,0,APPROVED,0
KAG-LR-104429,SETTLEMENT,2004,3.4,3.31,1.61,0.01,0.964,35,4,95.0,0.96,NIL,0,APPROVED,0
KAG-LR-104430,SALE_DEED,2007,2.47,2.46,2.44,0.004,0.939,70,2,96.2,1.07,NIL,1,APPROVED,0
KAG-LR-104431,PATTA,1996,4.27,3.94,7.73,0.456,0.66,680,4,76.1,0.77,DISPUTED,0,REJECTED,1
KAG-LR-104432,SALE_DEED,2019,2.89,2.94,4.61,0.003,0.976,100,2,94.1,1.01,NIL,0,APPROVED,0
KAG-LR-104433,POWER_OF_ATTORNEY,1979,8.17,8.14,4.02,0.001,0.941,35,1,92.7,1.05,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104434,PATTA,1990,2.94,2.79,3.37,0.008,0.99,58,1,90.6,0.9,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104435,GIFT_DEED,1981,5.26,5.0,4.97,0.042,0.979,51,4,97.4,1.06,NIL,1,APPROVED,0
KAG-LR-104436,PATTA,1976,4.62,4.64,0.96,0.0,0.961,24,1,94.5,1.04,NIL,0,REJECTED,0
KAG-LR-104437,PATTA,2013,3.65,4.07,11.52,0.46,0.5,1259,4,65.5,0.75,NIL,0,REJECTED,1
KAG-LR-104438,SALE_DEED,1980,2.03,2.06,2.0,0.0,0.986,32,1,89.3,0.9,DISPUTED,0,APPROVED,0
KAG-LR-104439,PATTA,2000,3.65,3.75,2.73,0.014,0.966,44,1,91.6,1.0,NIL,0,APPROVED,0
KAG-LR-104440,SALE_DEED,2014,4.79,4.57,1.32,0.0,0.956,40,1,95.3,0.93,NIL,0,APPROVED,0
KAG-LR-104441,PATTA,2009,13.22,13.31,2.51,0.002,0.986,26,1,99.5,0.97,NIL,0,APPROVED,0
KAG-LR-104442,POWER_OF_ATTORNEY,2003,1.68,1.75,3.79,0.008,0.998,45,2,96.8,1.0,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104443,GIFT_DEED,1975,2.16,2.25,1.15,0.001,0.984,20,1,90.7,0.91,NIL,0,APPROVED,0
KAG-LR-104444,SALE_DEED,1995,4.09,4.21,3.63,0.007,0.921,34,3,92.3,1.01,NIL,0,APPROVED,0
KAG-LR-104445,PATTA,2026,1.4,1.34,2.76,0.006,0.992,33,4,96.6,0.89,NIL,0,APPROVED,0
KAG-LR-104446,PATTA,1983,0.87,0.83,1.83,0.005,0.974,28,1,90.0,0.94,NIL,0,APPROVED,0
KAG-LR-104447,SALE_DEED,1995,0.98,0.97,2.93,0.003,0.985,26,2,90.8,0.95,NIL,1,APPROVED,0
KAG-LR-104448,SETTLEMENT,1975,0.81,0.92,13.37,0.437,0.673,-82,2,53.8,0.56,ACTIVE_MORTGAGE,0,REJECTED,1
KAG-LR-104449,PATTA,1967,2.27,2.28,1.65,0.002,0.994,57,2,84.5,1.09,NIL,0,APPROVED,0
KAG-LR-104450,PATTA,2021,3.07,2.96,2.59,0.012,0.953,35,4,90.3,0.93,NIL,0,PENDING,0
KAG-LR-104451,PATTA,2020,3.58,3.75,2.72,0.0,0.972,41,1,94.9,1.06,DISPUTED,0,APPROVED,0
KAG-LR-104452,GIFT_DEED,1999,3.37,3.47,3.5,0.005,0.947,23,2,92.7,0.98,NIL,0,APPROVED,0
KAG-LR-104453,POWER_OF_ATTORNEY,2010,4.94,4.99,3.06,0.0,0.976,12,1,99.5,1.04,ACTIVE_MORTGAGE,0,APPROVED,0
KAG-LR-104454,PATTA,1981,4.62,4.81,1.5,0.004,0.995,48,1,90.8,0.98,NIL,0,APPROVED,0
KAG-LR-104455,PATTA,1998,5.46,5.61,2.32,0.0,0.992,38,1,91.8,1.0,DISPUTED,0,APPROVED,0
